,date,predictions
280,2012-02-12 12:19:40.828800,369.35303
281,2012-02-12 15:57:50.428800,378.71878
282,2012-02-12 19:36:00.028800,383.52454
283,2012-02-12 23:14:09.628800,394.65878
284,2012-02-13 02:52:19.228800,393.98395
285,2012-02-13 06:30:28.828800,406.67572
286,2012-02-13 10:08:38.428800,405.0903
287,2012-02-13 13:46:48.028800,385.18893
288,2012-02-13 17:24:57.628800,390.97897
289,2012-02-13 21:03:07.228800,395.22995
290,2012-02-14 00:41:16.828800,390.28134
291,2012-02-14 04:19:26.428800,396.906
292,2012-02-14 07:57:36.028800,399.4035
293,2012-02-14 11:35:45.628800,386.4263
294,2012-02-14 15:13:55.228800,394.81583
295,2012-02-14 18:52:04.828800,399.4211
296,2012-02-14 22:30:14.428800,390.56592
297,2012-02-15 02:08:24.028800,378.03308
298,2012-02-15 05:46:33.628800,386.63458
299,2012-02-15 09:24:43.228800,389.14877
300,2012-02-15 13:02:52.828800,376.07144
301,2012-02-15 16:41:02.428800,373.28665
302,2012-02-15 20:19:12.028800,362.05338
303,2012-02-15 23:57:21.628800,363.44977
304,2012-02-16 03:35:31.228800,357.34018
305,2012-02-16 07:13:40.828800,360.9909
306,2012-02-16 10:51:50.428800,354.95502
307,2012-02-16 14:30:00.028800,352.8749
308,2012-02-16 18:08:09.628800,346.11102
309,2012-02-16 21:46:19.228800,340.19608
310,2012-02-17 01:24:28.828800,338.60977
311,2012-02-17 05:02:38.428800,344.3754
312,2012-02-17 08:40:48.028800,359.3885
313,2012-02-17 12:18:57.628800,368.45374
314,2012-02-17 15:57:07.228800,357.5402
315,2012-02-17 19:35:16.828800,356.52124
316,2012-02-17 23:13:26.428800,361.50336
317,2012-02-18 02:51:36.028800,359.56903
318,2012-02-18 06:29:45.628800,391.00296
319,2012-02-18 10:07:55.228800,382.57016
320,2012-02-18 13:46:04.828800,390.87433
321,2012-02-18 17:24:14.428800,393.2773
322,2012-02-18 21:02:24.028800,385.1092
323,2012-02-19 00:40:33.628800,382.74854
324,2012-02-19 04:18:43.228800,402.5229
325,2012-02-19 07:56:52.828800,414.503
326,2012-02-19 11:35:02.428800,405.0635
327,2012-02-19 15:13:12.028800,397.67313
328,2012-02-19 18:51:21.628800,403.16507
329,2012-02-19 22:29:31.228800,431.84393
330,2012-02-20 02:07:40.828800,443.13113
331,2012-02-20 05:45:50.428800,422.6104
332,2012-02-20 09:24:00.028800,429.55048
333,2012-02-20 13:02:09.628800,404.4092
334,2012-02-20 16:40:19.228800,405.22876
335,2012-02-20 20:18:28.828800,403.25418
336,2012-02-20 23:56:38.428800,462.59747
337,2012-02-21 03:34:48.028800,463.72937
338,2012-02-21 07:12:57.628800,466.2756
339,2012-02-21 10:51:07.228800,447.6729
340,2012-02-21 14:29:16.828800,425.10895
341,2012-02-21 18:07:26.428800,441.37665
342,2012-02-21 21:45:36.028800,430.6764
343,2012-02-22 01:23:45.628800,461.88626
344,2012-02-22 05:01:55.228800,456.59058
345,2012-02-22 08:40:04.828800,444.05826
346,2012-02-22 12:18:14.428800,449.3722
347,2012-02-22 15:56:24.028800,455.78238
348,2012-02-22 19:34:33.628800,462.87296
349,2012-02-22 23:12:43.228800,464.74533
350,2012-02-23 02:50:52.828800,470.52423
351,2012-02-23 06:29:02.428800,466.213
352,2012-02-23 10:07:12.028800,467.01666
353,2012-02-23 13:45:21.628800,487.30875
354,2012-02-23 17:23:31.228800,491.98563
355,2012-02-23 21:01:40.828800,494.06116
356,2012-02-24 00:39:50.428800,493.40884
357,2012-02-24 04:18:00.028800,496.5544
358,2012-02-24 07:56:09.628800,486.0125
359,2012-02-24 11:34:19.228800,486.0125
360,2012-02-24 15:12:28.828800,489.679
361,2012-02-24 18:50:38.428800,483.72495
362,2012-02-24 22:28:48.028800,480.8574
363,2012-02-25 02:06:57.628800,479.65372
364,2012-02-25 05:45:07.228800,472.4127
365,2012-02-25 09:23:16.828800,456.33817
366,2012-02-25 13:01:26.428800,450.45297
367,2012-02-25 16:39:36.028800,447.54755
368,2012-02-25 20:17:45.628800,443.77103
369,2012-02-25 23:55:55.228800,438.92285
370,2012-02-26 03:34:04.828800,431.51166
371,2012-02-26 07:12:14.428800,424.99026
372,2012-02-26 10:50:24.028800,425.2017
373,2012-02-26 14:28:33.628800,412.4897
374,2012-02-26 18:06:43.228800,403.19745
375,2012-02-26 21:44:52.828800,387.82294
376,2012-02-27 01:23:02.428800,402.7747
377,2012-02-27 05:01:12.028800,399.4507
378,2012-02-27 08:39:21.628800,385.77875
379,2012-02-27 12:17:31.228800,395.19733
380,2012-02-27 15:55:40.828800,387.98495
381,2012-02-27 19:33:50.428800,382.0392
382,2012-02-27 23:12:00.028800,383.93604
383,2012-02-28 02:50:09.628800,381.49164
384,2012-02-28 06:28:19.228800,383.52298
385,2012-02-28 10:06:28.828800,379.38577
386,2012-02-28 13:44:38.428800,387.03754
387,2012-02-28 17:22:48.028800,383.8647
388,2012-02-28 21:00:57.628800,386.48022
389,2012-02-29 00:39:07.228800,396.57687
390,2012-02-29 04:17:16.828800,393.42096
391,2012-02-29 07:55:26.428800,387.8387
392,2012-02-29 11:33:36.028800,381.6458
393,2012-02-29 15:11:45.628800,391.64337
394,2012-02-29 18:49:55.228800,402.09457
395,2012-02-29 22:28:04.828800,392.0907
396,2012-03-01 02:06:14.428800,416.67413
397,2012-03-01 05:44:24.028800,425.63214
398,2012-03-01 09:22:33.628800,426.45648
399,2012-03-01 13:00:43.228800,412.93088
400,2012-03-01 16:38:52.828800,409.69308
401,2012-03-01 20:17:02.428800,411.55386
402,2012-03-01 23:55:12.028800,413.23407
403,2012-03-02 03:33:21.628800,419.54758
404,2012-03-02 07:11:31.228800,440.43
405,2012-03-02 10:49:40.828800,443.09412
406,2012-03-02 14:27:50.428800,437.2916
407,2012-03-02 18:06:00.028800,429.62305
408,2012-03-02 21:44:09.628800,423.14758
409,2012-03-03 01:22:19.228800,421.40295
410,2012-03-03 05:00:28.828800,409.94562
411,2012-03-03 08:38:38.428800,418.64212
412,2012-03-03 12:16:48.028800,414.7454
413,2012-03-03 15:54:57.628800,420.939
414,2012-03-03 19:33:07.228800,417.29178
415,2012-03-03 23:11:16.828800,410.15042
416,2012-03-04 02:49:26.428800,413.06128
417,2012-03-04 06:27:36.028800,403.60123
418,2012-03-04 10:05:45.628800,387.12772
419,2012-03-04 13:43:55.228800,384.09497
420,2012-03-04 17:22:04.828800,378.63232
421,2012-03-04 21:00:14.428800,379.05518
422,2012-03-05 00:38:24.028800,389.4366
423,2012-03-05 04:16:33.628800,395.74982
424,2012-03-05 07:54:43.228800,404.40662
425,2012-03-05 11:32:52.828800,395.55652
426,2012-03-05 15:11:02.428800,388.41284
427,2012-03-05 18:49:12.028800,384.6659
428,2012-03-05 22:27:21.628800,384.76913
429,2012-03-06 02:05:31.228800,403.37222
430,2012-03-06 05:43:40.828800,392.51584
431,2012-03-06 09:21:50.428800,400.03177
432,2012-03-06 13:00:00.028800,399.795
433,2012-03-06 16:38:09.628800,392.1937
434,2012-03-06 20:16:19.228800,386.80823
435,2012-03-06 23:54:28.828800,377.61407
436,2012-03-07 03:32:38.428800,383.65396
437,2012-03-07 07:10:48.028800,386.39352
438,2012-03-07 10:48:57.628800,393.5349
439,2012-03-07 14:27:07.228800,386.61533
440,2012-03-07 18:05:16.828800,377.92883
441,2012-03-07 21:43:26.428800,398.02405
442,2012-03-08 01:21:36.028800,392.7738
443,2012-03-08 04:59:45.628800,384.4696
444,2012-03-08 08:37:55.228800,378.11707
445,2012-03-08 12:16:04.828800,384.86087
446,2012-03-08 15:54:14.428800,385.8286
447,2012-03-08 19:32:24.028800,374.19315
448,2012-03-08 23:10:33.628800,372.82193
449,2012-03-09 02:48:43.228800,367.15912
450,2012-03-09 06:26:52.828800,376.57993
451,2012-03-09 10:05:02.428800,375.28687
452,2012-03-09 13:43:12.028800,360.92404
453,2012-03-09 17:21:21.628800,370.80826
454,2012-03-09 20:59:31.228800,366.31717
455,2012-03-10 00:37:40.828800,370.28873
456,2012-03-10 04:15:50.428800,356.9891
457,2012-03-10 07:54:00.028800,369.47995
458,2012-03-10 11:32:09.628800,363.81586
459,2012-03-10 15:10:19.228800,365.8957
460,2012-03-10 18:48:28.828800,377.92154
461,2012-03-10 22:26:38.428800,382.2317
462,2012-03-11 02:04:48.028800,390.15277
463,2012-03-11 05:42:57.628800,377.95322
464,2012-03-11 09:21:07.228800,380.85272
465,2012-03-11 12:59:16.828800,390.7241
466,2012-03-11 16:37:26.428800,394.3192
467,2012-03-11 20:15:36.028800,402.87695
468,2012-03-11 23:53:45.628800,391.3268
469,2012-03-12 03:31:55.228800,412.72754
470,2012-03-12 07:10:04.828800,402.40457
471,2012-03-12 10:48:14.428800,406.36493
472,2012-03-12 14:26:24.028800,410.19223
473,2012-03-12 18:04:33.628800,414.47287
474,2012-03-12 21:42:43.228800,406.19534
475,2012-03-13 01:20:52.828800,409.91635
476,2012-03-13 04:59:02.428800,414.59097
477,2012-03-13 08:37:12.028800,400.3924
478,2012-03-13 12:15:21.628800,407.52884
479,2012-03-13 15:53:31.228800,403.15585
480,2012-03-13 19:31:40.828800,403.88412
481,2012-03-13 23:09:50.428800,403.88412
482,2012-03-14 02:48:00.028800,399.76572
483,2012-03-14 06:26:09.628800,391.56635
484,2012-03-14 10:04:19.228800,380.6984
485,2012-03-14 13:42:28.828800,380.0198
486,2012-03-14 17:20:38.428800,382.3816
487,2012-03-14 20:58:48.028800,389.39014
488,2012-03-15 00:36:57.628800,386.26236
489,2012-03-15 04:15:07.228800,387.7471
490,2012-03-15 07:53:16.828800,375.23526
491,2012-03-15 11:31:26.428800,364.43613
492,2012-03-15 15:09:36.028800,359.8375
493,2012-03-15 18:47:45.628800,362.2545
494,2012-03-15 22:25:55.228800,364.3634
495,2012-03-16 02:04:04.828800,381.39554
496,2012-03-16 05:42:14.428800,378.4749
497,2012-03-16 09:20:24.028800,374.57812
498,2012-03-16 12:58:33.628800,379.91312
499,2012-03-16 16:36:43.228800,383.5027
500,2012-03-16 20:14:52.828800,399.22205
501,2012-03-16 23:53:02.428800,390.8534
502,2012-03-17 03:31:12.028800,406.8734
503,2012-03-17 07:09:21.628800,404.28342
504,2012-03-17 10:47:31.228800,423.9812
505,2012-03-17 14:25:40.828800,435.90094
506,2012-03-17 18:03:50.428800,440.44623
507,2012-03-17 21:42:00.028800,454.9011
508,2012-03-18 01:20:09.628800,448.76077
509,2012-03-18 04:58:19.228800,473.82712
510,2012-03-18 08:36:28.828800,488.97412
511,2012-03-18 12:14:38.428800,474.35565
512,2012-03-18 15:52:48.028800,489.32834
513,2012-03-18 19:30:57.628800,483.57242
514,2012-03-18 23:09:07.228800,472.50497
515,2012-03-19 02:47:16.828800,476.44995
516,2012-03-19 06:25:26.428800,493.64297
517,2012-03-19 10:03:36.028800,490.54938
518,2012-03-19 13:41:45.628800,488.91708
519,2012-03-19 17:19:55.228800,479.7932
520,2012-03-19 20:58:04.828800,480.2727
521,2012-03-20 00:36:14.428800,471.54257
522,2012-03-20 04:14:24.028800,465.9859
523,2012-03-20 07:52:33.628800,468.85184
524,2012-03-20 11:30:43.228800,477.20358
525,2012-03-20 15:08:52.828800,472.59872
526,2012-03-20 18:47:02.428800,470.7695
527,2012-03-20 22:25:12.028800,461.14944
528,2012-03-21 02:03:21.628800,463.84305
529,2012-03-21 05:41:31.228800,471.87985
530,2012-03-21 09:19:40.828800,457.18967
531,2012-03-21 12:57:50.428800,453.91132
532,2012-03-21 16:36:00.028800,450.92422
533,2012-03-21 20:14:09.628800,442.4629
534,2012-03-21 23:52:19.228800,428.17178
535,2012-03-22 03:30:28.828800,428.42545
536,2012-03-22 07:08:38.428800,440.1185
537,2012-03-22 10:46:48.028800,433.3689
538,2012-03-22 14:24:57.628800,437.66348
539,2012-03-22 18:03:07.228800,425.248
540,2012-03-22 21:41:16.828800,415.69556
541,2012-03-23 01:19:26.428800,401.2963
542,2012-03-23 04:57:36.028800,410.47147
543,2012-03-23 08:35:45.628800,396.07492
544,2012-03-23 12:13:55.228800,408.77423
545,2012-03-23 15:52:04.828800,403.9941
546,2012-03-23 19:30:14.428800,419.72034
547,2012-03-23 23:08:24.028800,427.1175
548,2012-03-24 02:46:33.628800,432.7094
549,2012-03-24 06:24:43.228800,436.06708
550,2012-03-24 10:02:52.828800,403.38498
551,2012-03-24 13:41:02.428800,399.35004
552,2012-03-24 17:19:12.028800,406.13947
553,2012-03-24 20:57:21.628800,435.67334
554,2012-03-25 00:35:31.228800,406.4009
555,2012-03-25 04:13:40.828800,414.91272
556,2012-03-25 07:51:50.428800,412.3236
557,2012-03-25 11:30:00.028800,428.61682
558,2012-03-25 15:08:09.628800,419.64957
559,2012-03-25 18:46:19.228800,425.38766
560,2012-03-25 22:24:28.828800,424.3808
561,2012-03-26 02:02:38.428800,411.9055
562,2012-03-26 05:40:48.028800,410.554
563,2012-03-26 09:18:57.628800,411.8069
564,2012-03-26 12:57:07.228800,429.9734
565,2012-03-26 16:35:16.828800,422.23123
566,2012-03-26 20:13:26.428800,430.76297
567,2012-03-26 23:51:36.028800,406.439
568,2012-03-27 03:29:45.628800,398.26376
569,2012-03-27 07:07:55.228800,393.23267
570,2012-03-27 10:46:04.828800,397.4951
571,2012-03-27 14:24:14.428800,402.4997
572,2012-03-27 18:02:24.028800,397.79
573,2012-03-27 21:40:33.628800,408.87103
574,2012-03-28 01:18:43.228800,425.2356
575,2012-03-28 04:56:52.828800,411.25497
576,2012-03-28 08:35:02.428800,399.8488
577,2012-03-28 12:13:12.028800,402.5799
578,2012-03-28 15:51:21.628800,389.2402
579,2012-03-28 19:29:31.228800,387.4278
580,2012-03-28 23:07:40.828800,382.31247
581,2012-03-29 02:45:50.428800,382.56998
582,2012-03-29 06:24:00.028800,398.08316
583,2012-03-29 10:02:09.628800,397.52872
584,2012-03-29 13:40:19.228800,387.015
585,2012-03-29 17:18:28.828800,377.32776
586,2012-03-29 20:56:38.428800,377.90417
587,2012-03-30 00:34:48.028800,394.084
588,2012-03-30 04:12:57.628800,397.89218
589,2012-03-30 07:51:07.228800,393.71982
590,2012-03-30 11:29:16.828800,393.2089
591,2012-03-30 15:07:26.428800,396.9779
592,2012-03-30 18:45:36.028800,379.7055
593,2012-03-30 22:23:45.628800,375.8833
594,2012-03-31 02:01:55.228800,375.6518
595,2012-03-31 05:40:04.828800,378.3522
596,2012-03-31 09:18:14.428800,380.60938
597,2012-03-31 12:56:24.028800,382.37216
598,2012-03-31 16:34:33.628800,379.29187
599,2012-03-31 20:12:43.228800,381.42114
600,2012-03-31 23:50:52.828800,391.6118
601,2012-04-01 03:29:02.428800,389.45752
602,2012-04-01 07:07:12.028800,392.5947
603,2012-04-01 10:45:21.628800,392.32877
604,2012-04-01 14:23:31.228800,383.306
605,2012-04-01 18:01:40.828800,380.36615
606,2012-04-01 21:39:50.428800,378.4527
607,2012-04-02 01:18:00.028800,378.46652
608,2012-04-02 04:56:09.628800,379.213
