,date,predictions
0,2008-01-01 00:39:50.342400,333.08313
1,2008-01-01 04:17:59.942400,327.53848
2,2008-01-01 07:56:09.542400,331.9537
3,2008-01-01 11:34:19.142400,328.9603
4,2008-01-01 15:12:28.742400,326.0513
5,2008-01-01 18:50:38.342400,331.16522
6,2008-01-01 22:28:47.942400,313.77957
7,2008-01-02 02:06:57.542400,316.7745
8,2008-01-02 05:45:07.142400,329.45554
9,2008-01-02 09:23:16.742400,314.66077
10,2008-01-02 13:01:26.342400,309.7165
11,2008-01-02 16:39:35.942400,303.2214
12,2008-01-02 20:17:45.542400,311.6951
13,2008-01-02 23:55:55.142400,322.75037
14,2008-01-03 03:34:04.742400,321.27176
15,2008-01-03 07:12:14.342400,305.87903
16,2008-01-03 10:50:23.942400,315.55807
17,2008-01-03 14:28:33.542400,309.6311
18,2008-01-03 18:06:43.142400,298.5789
19,2008-01-03 21:44:52.742400,340.117
20,2008-01-04 01:23:02.342400,338.922
21,2008-01-04 05:01:11.942400,337.09946
22,2008-01-04 08:39:21.542400,337.72818
23,2008-01-04 12:17:31.142400,341.60168
24,2008-01-04 15:55:40.742400,353.70123
25,2008-01-04 19:33:50.342400,352.00958
26,2008-01-04 23:11:59.942400,369.8488
27,2008-01-05 02:50:09.542400,389.55377
28,2008-01-05 06:28:19.142400,389.65915
29,2008-01-05 10:06:28.742400,412.94626
30,2008-01-05 13:44:38.342400,399.84586
31,2008-01-05 17:22:47.942400,449.63858
32,2008-01-05 21:00:57.542400,407.51654
33,2008-01-06 00:39:07.142400,402.80017
34,2008-01-06 04:17:16.742400,397.20743
35,2008-01-06 07:55:26.342400,431.93164
36,2008-01-06 11:33:35.942400,471.46603
37,2008-01-06 15:11:45.542400,480.9814
38,2008-01-06 18:49:55.142400,478.354
39,2008-01-06 22:28:04.742400,484.03336
40,2008-01-07 02:06:14.342400,481.6136
41,2008-01-07 05:44:23.942400,488.0405
42,2008-01-07 09:22:33.542400,531.5023
43,2008-01-07 13:00:43.142400,519.2169
44,2008-01-07 16:38:52.742400,502.84027
45,2008-01-07 20:17:02.342400,497.8651
46,2008-01-07 23:55:11.942400,531.80304
47,2008-01-08 03:33:21.542400,514.83026
48,2008-01-08 07:11:31.142400,483.35654
49,2008-01-08 10:49:40.742400,531.3127
50,2008-01-08 14:27:50.342400,490.75803
51,2008-01-08 18:05:59.942400,492.27692
52,2008-01-08 21:44:09.542400,495.74567
53,2008-01-09 01:22:19.142400,514.717
54,2008-01-09 05:00:28.742400,488.74054
55,2008-01-09 08:38:38.342400,491.59152
56,2008-01-09 12:16:47.942400,498.77792
57,2008-01-09 15:54:57.542400,488.53326
58,2008-01-09 19:33:07.142400,491.73962
59,2008-01-09 23:11:16.742400,478.42145
60,2008-01-10 02:49:26.342400,476.44193
61,2008-01-10 06:27:35.942400,468.25854
62,2008-01-10 10:05:45.542400,460.7785
63,2008-01-10 13:43:55.142400,465.6312
64,2008-01-10 17:22:04.742400,460.14035
65,2008-01-10 21:00:14.342400,453.38553
66,2008-01-11 00:38:23.942400,445.27798
67,2008-01-11 04:16:33.542400,441.0848
68,2008-01-11 07:54:43.142400,425.37228
69,2008-01-11 11:32:52.742400,416.51697
70,2008-01-11 15:11:02.342400,412.746
71,2008-01-11 18:49:11.942400,402.00497
72,2008-01-11 22:27:21.542400,392.11484
73,2008-01-12 02:05:31.142400,402.07266
74,2008-01-12 05:43:40.742400,394.90158
75,2008-01-12 09:21:50.342400,405.58432
76,2008-01-12 12:59:59.942400,424.29062
77,2008-01-12 16:38:09.542400,442.57974
78,2008-01-12 20:16:19.142400,443.42645
79,2008-01-12 23:54:28.742400,459.3454
80,2008-01-13 03:32:38.342400,478.7773
81,2008-01-13 07:10:47.942400,486.33
82,2008-01-13 10:48:57.542400,533.5148
83,2008-01-13 14:27:07.142400,574.16736
84,2008-01-13 18:05:16.742400,634.1797
85,2008-01-13 21:43:26.342400,645.1941
86,2008-01-14 01:21:35.942400,647.99615
87,2008-01-14 04:59:45.542400,628.0949
88,2008-01-14 08:37:55.142400,666.7681
89,2008-01-14 12:16:04.742400,688.5796
90,2008-01-14 15:54:14.342400,718.32434
91,2008-01-14 19:32:23.942400,713.7802
92,2008-01-14 23:10:33.542400,749.433
93,2008-01-15 02:48:43.142400,716.9788
94,2008-01-15 06:26:52.742400,735.2154
95,2008-01-15 10:05:02.342400,742.34937
96,2008-01-15 13:43:11.942400,754.7995
97,2008-01-15 17:21:21.542400,739.9886
98,2008-01-15 20:59:31.142400,737.6311
99,2008-01-16 00:37:40.742400,739.96045
100,2008-01-16 04:15:50.342400,720.3448
101,2008-01-16 07:53:59.942400,724.99066
102,2008-01-16 11:32:09.542400,708.80585
103,2008-01-16 15:10:19.142400,720.9947
104,2008-01-16 18:48:28.742400,727.698
105,2008-01-16 22:26:38.342400,759.01263
106,2008-01-17 02:04:47.942400,749.99457
